Date,GHI (W/m^2),DNI (W/m^2),DIF (W/m^2),Temperature (°C),Earth Skin Temperature (°C),Max Temperature (°C),Min Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed 10m (m/s),Wind Direction 10m (°),Surface Pressure (hPa),Daylight Hours,Dust Accumulation,Cleaning Event,Shading Event,Panel Degradation (%),SHAP Value,Most Impactful Feature,Recommendation,Efficiency (%)
01-01-2024,2.97,2.2275,0.7425,13.92,14.59,23.08,7.31,44.94,0.0,2.8,53.9,0.9763,10,0.0,0,0,0.0,28.48382453147613,Dust Accumulation,Significant impact from Dust Accumulation. Investigate further.,46.70192599
02-01-2024,2.59,2.0,0.59,13.71,14.33,23.19,6.59,41.59,0.0,2.87,68.7,0.9754,10,0.027830154,0,0,0.136986301,34.59202907111379,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,40.65694006
03-01-2024,2.21,1.11,1.1,13.3,14.11,22.22,6.94,43.16,0.0,2.91,47.8,0.9751,10,0.056158069,0,0,0.273972603,38.858956836134894,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,34.6325965
04-01-2024,2.54,1.67,0.87,10.98,11.95,19.1,5.06,46.56,0.0,2.83,37.4,0.9761,10,0.070912548,0,0,0.410958904,34.89741818480019,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,39.7361344
05-01-2024,2.86,2.12,0.74,10.84,11.65,19.82,3.82,52.19,0.0,2.69,56.7,0.9762,10,0.098590687,0,0,0.547945205,30.65566771618265,Temperature (°C),Significant impact from Temperature (°C). Investigate further.,44.66612882
06-01-2024,2.92,2.2,0.72,11.54,12.23,19.91,5.27,67.76,0.0,2.97,49.7,0.9774,10,0.118463974,0,0,0.684931507,28.462506735525675,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,45.5257144
07-01-2024,2.15,0.97,1.18,12.25,13.01,20.85,5.42,60.55,0.0,2.73,79.2,0.9775,10,0.139239877,0,0,0.821917808,39.53190755313088,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,33.46380111
08-01-2024,2.3,1.15,1.15,14.29,14.64,24.31,6.33,58.71,0.0,2.97,104.5,0.9767,10,0.0,1,0,0.95890411,38.28733030254953,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,35.73788013
09-01-2024,2.99,2.4,0.59,13.32,13.95,20.99,7.59,55.63,0.05,3.34,19.3,0.9781,10,0.0,1,0,1.095890411,28.468055377273703,Dust Accumulation,Significant impact from Dust Accumulation. Investigate further.,46.38072425
10-01-2024,3.47,2.6025,0.8675,11.37,12.04,20.59,4.38,49.1,0.0,3.08,35.1,0.9775,10,0.022051422,0,0,1.232876712,18.011077556054225,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,53.7356414
11-01-2024,4.23,3.1725,1.0575,12.81,12.88,23.74,4.89,38.01,0.0,2.44,56.9,0.9772,10,0.041239793,0,0,1.369863014,12.4965331705712,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,65.39449532
12-01-2024,4.42,3.315,1.105,14.87,14.73,25.79,5.96,33.27,0.0,3.05,108.7,0.9759,10,0.064628565,0,0,1.506849315,12.79471025706138,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,68.21693293
13-01-2024,3.27,2.26,1.01,16.44,15.73,25.85,9.21,37.46,0.0,2.9,197.3,0.9747,10,0.091207492,0,0,1.643835616,19.84901705754979,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,50.38346083
14-01-2024,4.28,3.21,1.07,15.33,14.9,24.54,9.72,33.51,0.0,2.37,33.9,0.9754,10,0.115797145,0,0,1.780821918,12.464874708071,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,65.83480583
15-01-2024,3.71,3.25,0.46,14.03,14.7,24.47,6.54,30.11,0.0,2.55,48.4,0.9752,10,0.142061677,0,0,1.917808219,12.854303192917142,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,56.97160629
16-01-2024,4.47,3.29,1.18,15.37,15.01,25.28,6.69,29.47,0.0,2.34,112.2,0.9722,10,0.0,1,0,2.054794521,12.173723761068976,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,68.52768494
17-01-2024,3.44,3.04,0.4,14.67,15.05,24.3,6.93,40.8,0.0,2.58,90.4,0.9717,10,0.018540109,0,0,2.191780822,18.881919877866167,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,52.64924818
18-01-2024,3.64,3.34,0.3,14.1,14.62,23.4,6.22,41.31,0.0,2.29,89.3,0.9745,10,0.035249548,0,0,2.328767123,13.34127571588382,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,55.61750683
19-01-2024,3.79,3.67,0.12,14.3,14.72,24.0,6.66,40.9,0.0,2.81,123.2,0.9755,10,0.062329944,0,0,2.465753425,11.359674949953916,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,57.81319175
20-01-2024,3.53,3.17,0.36,13.8,14.62,22.88,6.3,41.47,0.0,2.64,99.9,0.9762,10,0.07444978,0,0,2.602739726,15.34412192139309,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,53.75777026
21-01-2024,3.99,3.98,0.01,13.79,14.23,23.97,6.7,37.42,0.0,2.71,31.8,0.9769,10,0.103261465,0,0,2.739726027,10.72832065278315,Wind Speed 10m (m/s),Significant impact from Wind Speed 10m (m/s). Investigate further.,60.66237898
22-01-2024,4.3,3.225,1.075,14.77,14.12,23.89,6.39,28.89,0.0,2.51,124.0,0.9768,10,0.127204265,0,0,2.876712329,12.665793081104058,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,65.26738162
23-01-2024,4.08,3.06,1.02,15.36,15.26,24.63,8.12,32.8,0.0,2.65,114.6,0.9758,10,0.144233356,0,0,3.01369863,12.341199962467654,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,61.82587589
24-01-2024,3.62,3.01,0.61,14.05,14.56,22.74,8.64,38.6,0.0,2.2,26.7,0.9761,10,0.0,1,0,3.150684932,13.342888934595392,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,54.76489346
25-01-2024,3.7,2.89,0.81,14.11,14.71,23.69,5.87,35.96,0.0,2.68,101.6,0.9778,10,0.021005489,0,0,3.287671233,13.190784516502754,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,55.88305558
26-01-2024,3.81,3.1,0.71,15.98,16.43,25.83,7.45,29.97,0.0,2.73,122.3,0.9785,10,0.04620228,0,0,3.424657534,11.251325822981308,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,57.44990515
27-01-2024,4.19,3.1425,1.0475,17.9,18.03,27.71,9.37,29.59,0.0,2.51,118.3,0.9778,10,0.076080075,0,1,3.561643836,12.662628569666994,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,63.07619038
28-01-2024,2.43,0.79,1.64,18.16,17.49,25.66,13.18,34.58,0.0,3.14,237.9,0.9754,10,0.097434437,0,0,3.698630137,38.102498660620185,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,36.52127783
29-01-2024,3.86,2.97,0.89,17.92,18.39,26.34,11.19,39.67,0.0,2.56,7.5,0.9759,10,0.114935558,0,0,3.835616438,10.841279180471902,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,57.91838193
30-01-2024,2.97,0.69,2.28,17.68,17.96,24.37,11.82,42.56,0.0,1.97,42.7,0.9751,10,0.130725992,0,0,3.97260274,28.90065108179173,Wind Direction 10m (°),Significant impact from Wind Direction 10m (°). Investigate further.,44.49140809
31-01-2024,2.8,1.4,1.4,19.61,20.02,26.3,13.89,45.38,0.03,2.71,220.1,0.9731,10,0.0,1,0,4.109589041,30.77989570610865,Dust Accumulation,Significant impact from Dust Accumulation. Investigate further.,41.8764131
01-02-2024,4.44,3.33,1.11,18.75,19.3,27.37,12.47,43.27,0.0,3.92,269.7,0.9733,10,0.015390691,0,0,4.246575342,11.836962350295508,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,70.93083727
02-02-2024,4.11,3.25,0.86,16.67,17.64,25.95,9.5,33.74,0.0,3.34,70.0,0.9769,10,0.033965738,0,0,4.383561644,11.862351023558295,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,65.54486479
03-02-2024,2.01,0.13,1.88,18.75,19.55,27.02,11.32,33.35,0.12,3.32,158.8,0.9756,10,0.0,1,0,4.520547945,40.7755110947456,Humidity (%),Significant impact from Humidity (%). Investigate further.,31.99918744
04-02-2024,1.91,0.93,0.98,19.46,19.93,25.73,15.54,62.18,6.72,5.37,251.9,0.9746,10,0.0,1,0,4.657534247,41.811575435089765,Temperature (°C),Significant impact from Temperature (°C). Investigate further.,30.35453692
05-02-2024,4.27,3.91,0.36,15.42,16.56,22.15,10.4,61.1,0.05,2.66,17.7,0.9762,10,0.0,1,0,4.794520548,11.536369464484745,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,67.74336624
06-02-2024,4.8,3.6,1.2,15.07,16.2,22.61,8.74,36.19,0.0,3.51,60.4,0.9778,10,0.025117069,0,0,4.931506849,9.6489782573306,GHI (W/m^2),No specific issue detected.,76.02038891
07-02-2024,3.62,2.34,1.28,15.43,16.15,22.3,10.81,36.21,0.01,3.57,58.3,0.9794,10,0.0,1,0,5.068493151,13.073826941599837,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,57.23328355
08-02-2024,4.97,3.7275,1.2425,14.15,13.75,22.26,7.52,38.65,0.04,2.64,344.4,0.9795,10,0.0,1,0,5.205479452,8.862000894248485,GHI (W/m^2),No specific issue detected.,78.44206429
09-02-2024,5.32,3.99,1.33,15.74,14.88,24.84,9.26,26.32,0.0,1.75,74.9,0.9779,10,0.023073082,0,0,5.342465753,10.882342576807131,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,83.82201084
10-02-2024,5.09,3.8175,1.2725,15.72,15.6,25.72,7.47,25.24,0.0,2.84,81.5,0.9792,10,0.038185623,0,0,5.479452055,8.622321746373782,GHI (W/m^2),No specific issue detected.,80.06068883
11-02-2024,4.97,3.7275,1.2425,15.57,16.3,25.63,7.52,28.35,0.0,3.0,49.8,0.9792,10,0.064057865,0,0,5.616438356,8.90404326391872,GHI (W/m^2),No specific issue detected.,78.03946826
12-02-2024,3.27,1.11,2.16,15.31,14.77,23.56,7.57,32.11,0.0,2.64,85.7,0.9778,10,0.080713361,0,1,5.753424658,19.55286826906144,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,51.25819482
13-02-2024,3.8,2.3,1.5,15.65,15.8,23.55,9.5,29.71,0.0,2.65,25.3,0.977,10,0.108985339,0,0,5.890410959,11.07471070314292,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,59.46453977
14-02-2024,4.33,3.37,0.96,15.37,15.65,24.75,8.22,31.68,0.0,2.94,18.8,0.9777,10,0.131236946,0,0,6.02739726,11.116040578592802,DNI (W/m^2),Significant impact from DNI (W/m^2). Investigate further.,67.64294927
15-02-2024,4.91,4.89,0.02,17.05,16.65,26.18,8.26,30.7,0.0,2.47,91.7,0.9779,10,0.0,1,0,6.164383562,8.566647498031962,GHI (W/m^2),No specific issue detected.,76.57333491
16-02-2024,5.18,3.885,1.295,18.45,18.26,27.83,10.3,28.8,0.0,2.41,74.7,0.978,10,0.011780067,0,0,6.301369863,8.156921358541586,GHI (W/m^2),No specific issue detected.,80.64705497
17-02-2024,5.08,3.81,1.27,20.0,18.95,29.54,10.8,22.21,0.0,2.12,41.3,0.974,10,0.027314587,0,0,6.438356164,9.126429286031051,GHI (W/m^2),No specific issue detected.,78.95622937
18-02-2024,4.45,2.68,1.77,20.3,19.44,30.5,11.41,18.56,0.0,3.86,219.5,0.9706,10,0.039450284,0,0,6.575342466,11.890507756055449,Temperature (°C),Significant impact from Temperature (°C). Investigate further.,69.04748731
19-02-2024,5.23,5.16,0.07,22.39,22.76,30.79,14.05,35.53,0.05,6.68,229.5,0.9683,10,0.0,1,0,6.712328767,8.53270254610281,GHI (W/m^2),No specific issue detected.,81.01323566
20-02-2024,4.98,3.62,1.36,21.16,21.76,28.91,14.86,40.38,0.02,4.89,264.5,0.9695,10,0.0,1,0,6.849315068,9.293432370491791,GHI (W/m^2),No specific issue detected.,77.01073893
21-02-2024,5.18,4.57,0.61,18.76,19.56,28.15,11.25,22.73,0.85,3.11,333.4,0.9696,10,0.0,1,0,6.98630137,8.644081274572526,GHI (W/m^2),No specific issue detected.,79.96880327
22-02-2024,5.44,4.08,1.36,18.13,19.03,26.85,11.73,24.47,0.0,3.18,357.5,0.972,10,0.021330924,0,0,7.123287671,10.204529669402982,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,83.84165776
23-02-2024,5.76,4.32,1.44,17.8,18.73,26.5,9.74,25.91,0.0,2.45,76.4,0.9739,10,0.033778371,0,0,7.260273973,12.704869808042424,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,88.62470144
24-02-2024,4.88,3.92,0.96,17.07,17.83,25.89,9.41,27.06,0.0,2.91,74.3,0.9734,10,0.053251833,0,0,7.397260274,9.719363656841452,GHI (W/m^2),No specific issue detected.,74.95915614
25-02-2024,4.95,4.32,0.63,17.06,17.66,25.77,9.71,33.63,0.0,4.35,103.8,0.9751,10,0.075081937,0,0,7.534246575,8.567868501791963,GHI (W/m^2),No specific issue detected.,75.907353
26-02-2024,2.97,0.32,2.65,19.15,19.99,27.58,12.28,29.41,0.01,4.72,99.8,0.975,10,0.0,1,0,7.671232877,25.92807627110044,DIF (W/m^2),Significant impact from DIF (W/m^2). Investigate further.,45.46844371
27-02-2024,5.07,4.03,1.04,19.2,20.93,27.91,12.94,37.1,0.0,4.42,42.2,0.9756,10,0.024295619,0,0,7.808219178,8.452862441728357,GHI (W/m^2),No specific issue detected.,77.4885977
28-02-2024,5.87,4.4025,1.4675,19.31,21.34,28.48,11.09,45.17,0.0,2.96,22.0,0.9751,10,0.052599862,0,0,7.945205479,11.318623106980231,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,89.56644768
29-02-2024,6.01,4.5075,1.5025,21.68,22.97,30.73,12.87,30.81,0.0,2.65,61.4,0.9732,10,0.077815231,0,0,8.082191781,14.132603407447458,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,98.0892875
01-03-2024,4.05,1.52,2.53,24.54,25.01,34.5,16.39,29.15,1.18,5.51,187.9,0.9699,12,0.0,1,0,8.219178082,5.595427654461819,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,79.17932347
02-03-2024,4.36,2.2,2.16,20.36,20.81,25.78,13.04,43.01,1.0,5.88,233.3,0.9684,12,0.0,1,0,8.356164384,1.6599278888257687,GHI (W/m^2),No specific issue detected.,85.08892337
03-03-2024,6.13,4.5975,1.5325,15.12,16.16,23.71,8.79,19.82,0.0,3.34,277.1,0.971,12,0.025361649,0,0,8.493150685,13.822933672632209,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
04-03-2024,6.5,4.875,1.625,14.37,15.93,24.09,5.83,18.38,0.0,3.1,6.6,0.975,12,0.053661836,0,0,8.630136986,13.988690498328069,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
05-03-2024,6.16,4.62,1.54,15.77,17.53,25.07,7.65,20.35,0.0,3.35,24.0,0.9758,12,0.067953444,0,0,8.767123288,13.820538020418024,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
06-03-2024,4.97,4.36,0.61,17.28,18.56,26.82,8.52,22.93,0.0,2.91,7.5,0.974,12,0.083255876,0,0,8.904109589,10.864311047869268,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,96.31094082
07-03-2024,5.48,5.0,0.48,20.04,20.85,28.96,11.8,27.54,0.0,2.92,249.3,0.9728,12,0.111052066,0,1,9.04109589,12.935760940985055,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
08-03-2024,6.29,4.7175,1.5725,20.17,21.91,29.21,12.09,30.07,0.0,2.78,3.4,0.9743,12,0.126438454,0,0,9.178082192,13.361420965330908,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
09-03-2024,6.44,4.83,1.61,20.49,22.33,29.69,12.07,24.94,0.0,3.26,21.1,0.9748,12,0.140067042,0,0,9.315068493,13.47553179360344,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
10-03-2024,5.29,4.56,0.73,23.23,24.9,31.66,16.09,24.33,0.0,2.58,15.5,0.9739,12,0.0,1,0,9.452054795,12.442704399023787,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
11-03-2024,6.15,4.6125,1.5375,24.31,25.86,33.16,18.27,22.35,0.0,2.96,311.4,0.9742,12,0.016275392,0,0,9.589041096,13.330473446332034,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
12-03-2024,6.09,5.97,0.12,23.2,24.76,31.9,15.34,27.43,0.0,2.93,356.7,0.9734,12,0.039623361,0,0,9.726027397,13.304889085962786,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
13-03-2024,5.54,4.97,0.57,24.26,24.51,32.76,17.45,27.46,0.0,3.98,262.2,0.9705,12,0.055921656,0,0,9.863013699,12.999466007850131,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
14-03-2024,6.36,6.03,0.33,22.63,24.72,30.77,15.35,34.35,0.0,2.61,4.8,0.9731,12,0.069549296,0,0,10.0,13.358892995241913,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
15-03-2024,6.64,4.98,1.66,22.57,24.43,31.3,15.11,29.53,0.0,3.43,19.4,0.9735,12,0.093249049,0,0,10.1369863,13.458894956756266,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
16-03-2024,6.21,4.6575,1.5525,22.79,24.87,31.33,16.11,20.06,0.0,2.95,38.3,0.974,12,0.121912875,0,0,10.2739726,13.337259524186956,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
17-03-2024,6.05,5.18,0.87,23.22,25.36,32.59,14.46,16.27,0.0,2.74,49.9,0.9738,12,0.133540165,0,0,10.4109589,13.349781590747298,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
18-03-2024,6.68,5.01,1.67,23.59,24.72,32.28,14.92,19.54,0.0,2.76,29.1,0.973,12,0.0,1,0,10.54794521,13.271752327530994,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
19-03-2024,6.61,4.9575,1.6525,25.78,26.24,34.95,17.64,19.46,0.0,3.43,359.3,0.9717,12,0.022280968,0,0,10.68493151,13.469314127836842,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
20-03-2024,6.88,5.16,1.72,25.03,25.65,33.82,16.4,20.67,0.0,3.33,35.2,0.9726,12,0.048306807,0,0,10.82191781,13.385381022511863,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
21-03-2024,6.31,5.48,0.83,25.29,25.69,33.83,17.68,17.2,0.0,2.53,120.2,0.9707,12,0.060551292,0,0,10.95890411,13.4386912259378,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
22-03-2024,6.27,4.7025,1.5675,27.34,28.19,37.24,18.29,19.04,0.0,4.64,224.0,0.9678,12,0.082175705,0,0,11.09589041,13.585524300257676,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
23-03-2024,6.55,6.18,0.37,28.45,29.47,37.67,19.06,20.02,0.0,1.91,263.1,0.9677,12,0.103956563,0,0,11.23287671,13.379874251494185,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
24-03-2024,5.5,3.51,1.99,29.02,30.01,35.99,23.22,26.61,0.0,2.47,246.7,0.9689,12,0.132837448,0,1,11.36986301,13.003792945219905,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
25-03-2024,6.42,6.08,0.34,27.67,29.73,36.33,19.53,28.04,0.0,3.25,36.0,0.9718,12,0.0,1,0,11.50684932,13.455411109861451,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
26-03-2024,5.45,2.7,2.75,30.82,32.44,38.98,23.26,22.03,0.07,2.53,292.5,0.9704,12,0.0,1,0,11.64383562,12.545694824554957,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
27-03-2024,5.95,4.06,1.89,31.05,32.51,40.24,23.24,29.88,0.01,4.26,248.2,0.9713,12,0.0,1,0,11.78082192,13.363559149547946,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
28-03-2024,5.78,3.11,2.67,31.61,33.2,39.78,24.76,29.49,0.0,2.98,290.5,0.9693,12,0.023245657,0,0,11.91780822,12.620492023921688,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
29-03-2024,5.41,2.74,2.67,31.12,33.02,39.22,23.45,28.28,0.0,4.1,229.4,0.9682,12,0.038447613,0,0,12.05479452,12.40953128724359,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
30-03-2024,7.18,5.385,1.795,28.35,29.73,36.15,21.9,20.52,0.0,5.59,248.8,0.9699,12,0.058158659,0,0,12.19178082,13.444095401216764,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
31-03-2024,7.12,5.34,1.78,27.14,29.12,35.3,19.57,23.95,0.0,3.79,286.6,0.9711,12,0.074985448,0,0,12.32876712,13.391414354632143,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
